DRILLHOLE_NO,DH_NAME,DH_OTHER_NAME,lon_dd,lat_dd,max_depth_m,drill_date,TARGET_COMMODITIES,MINERAL_CLASS,PETROLEUM_CLASS,STRATIGRAPHIC_CLASS,WATER_WELL_CLASS,STRAT_LOG,LITHO_LOG,PETROPHYSICAL_LOG,CORE_LIBRARY,OPERATOR_NAME,TENEMENT,MAP_250000,dist_od_km,in_regional_window,strat_units_top_to_base,gis_codes_top_to_base,deepest_logged_base_m,oldest_age_rank,oldest_age_class,depth_top_pre_adelaidean_m,depth_top_crystalline_basement_m,first_pre_adelaidean_unit,first_crystalline_basement_unit,reached_pre_adelaidean,reached_crystalline_basement,pandurra_logged,hole_type,cutoff_t0,buffer_deg
24899,WILKATANA 17,188000007,137.8768119,-32.0686867,63.9,1956-10-18,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,204.0,False,Quaternary rocks > Neuroodla Formation > Proterozoic rocks,IH > op---u > YN,63.9,4.0,Palaeoproterozoic,56.4,56.4,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
147457,PACMINEX EX 16,,137.3182956,-32.2605654,68.0,1973-10-10,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,206.4,False,Quaternary rocks > Whyalla Sandstone > Umberatana Group unit 2 > Pandurra Formation,IH > N-hueh > N-hu----02 > M----p,68.0,3.0,Mesoproterozoic,64.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147502,PACMINEX EX 122,,137.2874846,-32.2677104,28.0,1974-06-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,206.6,False,Tertiary-Pleistocene rocks > Umberatana Group unit 2 > Pandurra Formation,aI > N-hu----02 > M----p,28.0,3.0,Mesoproterozoic,27.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147456,PACMINEX EX 15,,137.2970046,-32.2789914,34.1,1973-10-09,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,208.0,False,Quaternary rocks > Umberatana Group unit 2 > Pandurra Formation,IH > N-hu----02 > M----p,34.1,3.0,Mesoproterozoic,33.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147458,PACMINEX EX 17,,137.3566126,-32.2687844,79.2,1973-10-10,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,208.1,False,Quaternary rocks > Whyalla Sandstone > Umberatana Group unit 2 > Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,IH > N-hueh > N-hu----02 > N-hu----02 > N-hunt > M----p,79.2,3.0,Mesoproterozoic,76.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147459,PACMINEX EX 18,,137.3851506,-32.2683374,74.7,1973-10-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,208.6,False,Quaternary rocks > Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,IH > N-hu----02 > N-hunt > M----p,74.7,3.0,Mesoproterozoic,71.6,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
24957,WILKATANA 13,727019201,137.8714236,-32.1237981,177.4,1956-10-07,,N,Y,Y,N,Y,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,209.2,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Proterozoic rocks,IH > op---u > eo---o > YN,177.4,4.0,Palaeoproterozoic,172.0,172.0,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
24958,WILKATANA 14,727008601,137.89209,-32.1233258,182.88,1956-10-11,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,210.0,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Proterozoic rocks,IH > op---u > eo---o > YN,182.88,4.0,Palaeoproterozoic,167.6,167.6,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
147499,PACMINEX EX 119,,137.3142716,-32.2985164,18.0,1974-06-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,210.5,False,Quaternary rocks > Tertiary silcrete > Tertiary rocks > Pandurra Formation,IH > ap----si > ap > M----p,18.0,3.0,Mesoproterozoic,17.75,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147469,PACMINEX EX 28,,137.3452346,-32.3175124,21.0,1973-10-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,213.1,False,Quaternary rocks > Umberatana Group unit 2 > Pandurra Formation,IH > N-hu----02 > M----p,21.0,3.0,Mesoproterozoic,19.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147466,PACMINEX EX 25,,137.3610956,-32.3148734,89.3,1973-10-14,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,213.2,False,Tertiary-Pleistocene rocks > Umberatana Group unit 2 > Umberatana Group unit 2 > Tapley Hill Formation > Pandurra Formation,aI > N-hu----02 > N-hu----02 > N-hunt > M----p,89.3,3.0,Mesoproterozoic,87.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147468,PACMINEX EX 27,,137.3257186,-32.3226554,6.1,1973-10-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,213.3,False,Quaternary rocks > Pandurra Formation,IH > M----p,6.1,3.0,Mesoproterozoic,4.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147467,PACMINEX EX 26,,137.3325856,-32.3211744,15.2,1973-10-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,213.3,False,Tertiary-Pleistocene rocks > Pandurra Formation,aI > M----p,15.2,3.0,Mesoproterozoic,12.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
20462,PACMINEX EX 117,,137.3646166,-32.3480824,44.0,1974-06-10,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,216.8,False,Quaternary rocks > Whyalla Sandstone > Pandurra Formation,IH > N-hueh > M----p,44.0,3.0,Mesoproterozoic,43.9,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147497,PACMINEX EX 116,,137.3448936,-32.3660384,10.0,1974-06-10,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,218.4,False,Pandurra Formation,M----p,10.0,3.0,Mesoproterozoic,0.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147470,PACMINEX EX 29,,137.3275326,-32.3686134,45.7,1973-10-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,218.4,False,Quaternary rocks > Pandurra Formation,IH > M----p,45.7,3.0,Mesoproterozoic,10.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147498,PACMINEX EX 118,,137.3666056,-32.3674344,36.0,1974-06-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,219.0,False,Quaternary rocks > Tertiary silcrete > Whyalla Sandstone > Tapley Hill Formation > Pandurra Formation,IH > ap----si > N-hueh > N-hunt > M----p,36.0,3.0,Mesoproterozoic,31.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147465,PACMINEX EX 24,,137.3557996,-32.3768354,97.5,1973-10-14,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,219.8,False,Tertiary-Pleistocene rocks > Pandurra Formation > Pandurra Formation > Gawler Range Volcanics,aI > M----p > M----p > M-ta,97.5,3.0,Mesoproterozoic,7.5,88.0,Pandurra Formation,Gawler Range Volcanics,True,True,True,mineral,1975-05-02,2.0
6382,TD 5 SADME,,134.60498,-30.6488543,99.06,1966-07-29,,Y,N,N,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,219.8,False,no sample > Tertiary rocks > Tarcoola Formation > Wilgena Hill Jaspilite,------ns > ap > Y--t-t > Y----i,99.06,4.0,Palaeoproterozoic,20.6,20.6,Tarcoola Formation,Tarcoola Formation,True,True,False,mineral,1975-05-02,2.0
147493,PACMINEX EX 109,,137.3224896,-32.3832244,77.0,1974-03-29,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,219.9,False,Quaternary rocks > Pandurra Formation,IH > M----p,77.0,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147494,PACMINEX EX 110,,137.3304836,-32.3924584,72.0,1974-03-30,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,221.0,False,Quaternary rocks > Tertiary silcrete > Pandurra Formation,IH > ap----si > M----p,72.0,3.0,Mesoproterozoic,4.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
20546,PACMINEX EX 108,EX 108,137.3235366,-32.3976274,33.0,1974-03-28,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,221.5,False,Quaternary rocks > Tertiary silcrete > Gawler Range Volcanics,IH > ap----si > M-ta,33.0,3.0,Mesoproterozoic,7.5,7.5,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
20547,PACMINEX EX 114,EX 114,137.3715746,-32.3908884,18.0,1974-06-08,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,221.6,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Gawler Range Volcanics,aI > N-hueh > N-hunt > M-ta,18.0,3.0,Mesoproterozoic,14.0,14.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
20448,PACMINEX EX 31,EX 31,137.3446006,-32.3954414,54.9,1973-10-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,221.6,False,Tertiary-Pleistocene rocks > Pandurra Formation > Gawler Range Volcanics,aI > M----p > M-ta,54.9,3.0,Mesoproterozoic,6.0,53.6,Pandurra Formation,Gawler Range Volcanics,True,True,True,mineral,1975-05-02,2.0
147496,PACMINEX EX 115,,137.3488366,-32.3993304,45.0,1974-06-08,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,222.1,False,Tertiary-Pleistocene rocks > Pandurra Formation > Gawler Range Volcanics,aI > M----p > M-ta,45.0,3.0,Mesoproterozoic,6.0,23.0,Pandurra Formation,Gawler Range Volcanics,True,True,True,mineral,1975-05-02,2.0
147471,PACMINEX EX 30,,137.2947676,-32.4091634,24.4,1973-10-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,222.2,False,Quaternary rocks > Pandurra Formation,IH > M----p,24.4,3.0,Mesoproterozoic,15.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147495,PACMINEX EX 113,,137.3760826,-32.4006244,20.7,1974-06-07,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,222.8,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Gawler Range Volcanics,aI > N-hunt > M-ta,20.7,3.0,Mesoproterozoic,16.0,16.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
147491,PACMINEX EX 106,,137.3084426,-32.4117994,18.0,1974-03-28,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,222.8,False,Quaternary rocks > Tertiary silcrete > Gawler Range Volcanics,IH > ap----si > M-ta,18.0,3.0,Mesoproterozoic,9.0,9.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
147488,PACMINEX EX 102,,137.2665436,-32.4197754,15.0,1974-03-27,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,223.0,False,Quaternary rocks > Pandurra Formation,IH > M----p,15.0,3.0,Mesoproterozoic,6.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
147492,PACMINEX EX 107,,137.3224446,-32.4146994,33.0,1974-03-28,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,223.3,False,Tertiary-Pleistocene rocks > Gawler Range Volcanics,aI > M-ta,33.0,3.0,Mesoproterozoic,10.0,10.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
20449,PACMINEX EX 32,EX 32,137.3337646,-32.4166554,42.7,1973-10-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,223.7,False,Tertiary-Pleistocene rocks > Neoproterozoic rocks > Gawler Range Volcanics,aI > N- > M-ta,42.7,3.0,Mesoproterozoic,18.0,18.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
20460,PACMINEX EX 101,,137.2783796,-32.4254254,46.5,1974-03-26,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,223.8,False,Quaternary rocks > Pandurra Formation,IH > M----p,46.5,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
6766,COMM RAILWAYS 14,,134.7122861,-29.7252193,9.0,1972-03-08,Water,N,N,N,Y,Y,N,N,Y,Commonwealth Railways of Australia., ,SH5306 COOBER PEDY,223.9,False,Quaternary rocks > Mulgathing Complex,IH > AYm,9.0,5.0,Archaean,2.5,2.5,Mulgathing Complex,Mulgathing Complex,True,True,False,water,1975-05-02,2.0
6771,PERFECTION DDH 2,,134.7050671,-29.7365193,19.81,1971-04-09,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,224.1,False,Ealbara Rhyolite,M-tale,19.81,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
6772,PERFECTION DDH 3,,134.7029591,-29.7392053,19.81,1971-04-14,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,224.1,False,Ealbara Rhyolite,M-tale,19.6,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
20450,PACMINEX EX 33,EX 33,137.3852916,-32.4124884,89.9,1973-10-18,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,224.3,False,Quaternary rocks > Umberatana Group unit 2 > Pandurra Formation > Gawler Range Volcanics,IH > N-hu----02 > M----p > M-ta,89.9,3.0,Mesoproterozoic,30.0,78.0,Pandurra Formation,Gawler Range Volcanics,True,True,True,mineral,1975-05-02,2.0
6770,PERFECTION DDH 1,,134.7015951,-29.7353743,19.81,1971-04-16,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,224.4,False,Ealbara Rhyolite,M-tale,19.81,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
20545,PACMINEX EX 105,EX 105,137.2999796,-32.4322564,18.0,1974-03-27,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,224.9,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,18.0,3.0,Mesoproterozoic,5.0,5.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
20458,PACMINEX EX 39,,137.2882546,-32.4374204,50.3,1973-11-02,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,225.2,False,Tertiary-Pleistocene rocks > Tapley Hill Formation > Pandurra Formation,aI > N-hunt > M----p,50.3,3.0,Mesoproterozoic,49.4,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
132077,BIRTHDAY DDH 3,,134.5428831,-30.2648923,19.81,1971-04-03,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,225.8,False,Ealbara Rhyolite,M-tale,19.81,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
20542,PACMINEX EX 38,EX 38,137.3424366,-32.4355214,56.4,1973-11-01,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,225.9,False,Tertiary-Pleistocene rocks > Gawler Range Volcanics,aI > M-ta,56.4,3.0,Mesoproterozoic,24.0,24.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
6381,TD 4 SADME,,134.545828,-30.6904943,76.56,1966-06-10,,Y,N,N,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,225.9,False,Quaternary rocks > Tarcoola Formation,IH > Y--t-t,76.55,4.0,Palaeoproterozoic,1.5,1.5,Tarcoola Formation,Tarcoola Formation,True,True,False,mineral,1975-05-02,2.0
6521,COMM RAILWAYS 11,,134.5339831,-30.3375053,15.0,1972-01-24,Water,N,N,N,Y,Y,Y,N,Y,Commonwealth Railways of Australia., ,SH5310 TARCOOLA,226.0,False,Quaternary rocks > Mulgathing Complex,IH > AYm,15.0,5.0,Archaean,1.5,1.5,Mulgathing Complex,Mulgathing Complex,True,True,False,water,1975-05-02,2.0
132076,BIRTHDAY DDH 2,,134.5366121,-30.2720893,20.12,1971-03-27,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,226.3,False,Ealbara Rhyolite,M-tale,20.12,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
20451,PACMINEX EX 34,EX 34,137.3786616,-32.4328494,38.1,1973-10-18,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,226.3,False,Quaternary rocks > Umberatana Group unit 2 > Gawler Range Volcanics,IH > N-hu----02 > M-ta,38.1,3.0,Mesoproterozoic,21.0,21.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
147486,PACMINEX EX 98,,137.2885516,-32.4492284,54.0,1974-03-25,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,226.5,False,Quaternary rocks > Tapley Hill Formation > Pandurra Formation,IH > N-hunt > M----p,54.0,3.0,Mesoproterozoic,53.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
6364,TD 2 SADME,,134.541349,-30.7037243,61.26,1965-06-12,,Y,N,N,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,226.5,False,Tarcoola Formation > Peela Conglomerate Member > Hiltaba Suite,Y--t-t > Y--t-tp > M-th,61.26,4.0,Palaeoproterozoic,0.0,0.0,Tarcoola Formation,Tarcoola Formation,True,True,False,mineral,1975-05-02,2.0
6363,TD 1 SADME,,134.541359,-30.7037243,61.26,1965-05-17,,Y,N,N,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,226.5,False,Tarcoola Formation > Peela Conglomerate Member > Hiltaba Suite,Y--t-t > Y--t-tp > M-th,64.01,4.0,Palaeoproterozoic,0.0,0.0,Tarcoola Formation,Tarcoola Formation,True,True,False,mineral,1975-05-02,2.0
6365,TD 3 SADME,,134.541349,-30.7037243,41.15,1965-07-14,,Y,N,N,N,Y,Y,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,226.5,False,Tarcoola Formation > Peela Conglomerate Member > Mulgathing Complex,Y--t-t > Y--t-tp > AYm,41.15,5.0,Archaean,0.0,0.0,Tarcoola Formation,Tarcoola Formation,True,True,False,mineral,1975-05-02,2.0
181359,PDH 9,,139.2373814,-30.2248305,72.0,1974-12-31,Copper,Y,N,N,N,Y,N,N,N,Aquitaine Australia Minerals Pty Ltd.,EL 71,SH5409 COPLEY,226.8,False,Quaternary rocks > Wywyana Formation > Paralana Quartzite > Mount Neill Granite,IH > N-xcaw > N-xcap > M-no-n,72.0,3.0,Mesoproterozoic,64.0,64.0,Mount Neill Granite,Mount Neill Granite,True,True,False,mineral,1975-05-02,2.0
132075,BIRTHDAY DDH 1,,134.5314721,-30.2594393,19.81,1971-03-31,Aggregate,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5310 TARCOOLA,226.9,False,Ealbara Rhyolite,M-tale,19.81,3.0,Mesoproterozoic,0.0,0.0,Ealbara Rhyolite,Ealbara Rhyolite,True,True,False,mineral,1975-05-02,2.0
147473,PACMINEX EX 36,,137.3858726,-32.4374104,50.3,1973-10-31,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,227.0,False,Quaternary rocks > Umberatana Group unit 2 > Gawler Range Volcanics,IH > N-hu----02 > M-ta,50.3,3.0,Mesoproterozoic,37.2,37.2,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
147484,PACMINEX EX 95,,137.3914116,-32.4377584,35.0,1974-03-23,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,227.1,False,Tertiary-Pleistocene rocks > Whyalla Sandstone > Tapley Hill Formation > Gawler Range Volcanics,aI > N-hueh > N-hunt > M-ta,35.0,3.0,Mesoproterozoic,32.5,32.5,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
147487,PACMINEX EX 99,,137.2887326,-32.4563504,64.0,1974-03-26,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,227.3,False,Quaternary rocks > Tapley Hill Formation > Pandurra Formation,IH > N-hunt > M----p,64.0,3.0,Mesoproterozoic,57.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
132060,MPW 1,,134.6507501,-29.7436083,22.25,1972-04-18,Aggregate,Y,N,N,N,Y,N,N,N,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,228.7,False,Quaternary rocks > Mesozoic rocks > Mulgathing Complex,IH > RK > AYm,22.25,5.0,Archaean,20.42,20.42,Mulgathing Complex,Mulgathing Complex,True,True,False,mineral,1975-05-02,2.0
20543,PACMINEX EX 97,EX 97,137.3828896,-32.4548834,17.0,1974-03-23,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,228.8,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,17.0,3.0,Mesoproterozoic,3.0,3.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
6370,COMM RAILWAYS (A9) 9,,134.51143,-30.6727553,21.0,1972-01-14,Water,N,N,N,Y,Y,Y,N,Y,Commonwealth Railways of Australia., ,SH5310 TARCOOLA,228.9,False,Quaternary rocks > Quaternary rocks > Tarcoola Formation,IH > IH > Y--t-t,21.0,4.0,Palaeoproterozoic,12.0,12.0,Tarcoola Formation,Tarcoola Formation,True,True,False,water,1975-05-02,2.0
20544,PACMINEX EX 100,EX 100,137.2936796,-32.4711204,9.0,1974-03-26,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,229.0,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,9.0,3.0,Mesoproterozoic,3.0,3.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
6371,COMM RAILWAYS 182,,134.514238,-30.7126043,57.0,1972-01-17,Water,N,N,N,Y,Y,Y,N,Y,Commonwealth Railways of Australia., ,SH5310 TARCOOLA,229.1,False,Quaternary rocks > Carboniferous-Permian rocks > Mulgathing Complex > Mulgathing Complex,IH > CP > AYm > AYm,57.0,5.0,Archaean,49.0,49.0,Mulgathing Complex,Mulgathing Complex,True,True,False,water,1975-05-02,2.0
177989,YX 11,,139.2960134,-30.1787615,150.88,1973-04-12,Copper,Y,N,N,N,Y,N,N,N,Utah Development Co.,SML 717,SH5409 COPLEY,233.1,False,Wywyana Formation > Paralana Quartzite > Freeling Heights Quartzite,N-xcaw > N-xcap > M--e-f,150.88,3.0,Mesoproterozoic,132.0,132.0,Freeling Heights Quartzite,Freeling Heights Quartzite,True,True,False,mineral,1975-05-02,2.0
140342,PACMINEX EX 92,,137.3399346,-32.5032024,27.0,1974-03-22,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,233.3,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,27.0,3.0,Mesoproterozoic,4.0,4.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
140300,PACMINEX EX 42,,137.4228616,-32.4963134,54.9,1973-11-04,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,234.1,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,54.9,3.0,Mesoproterozoic,52.7,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
