seed,L1-1 cover_total_m,L1-2 corr_length_km,L1-3 relief_m,L2-1 intensity_per_1e4km2,L2-3 basalt_multiplier,L3-1 p_reduced,L3-2 belt_length_km,L4-1 reach_d_km,L4-2 p_ore,L4-3 ore_multiplier,L5-2 rho_quartzite,L5-2 rho_shale,L5-2 rho_limestone,L5-2 rho_pandurra,L5-2 k_cover,L5-2 res_cover,L5-4 basement_sd,L5-4 basement_logk_sd,n_basalt,basalt_frac,reduced_frac,n_iron,basement_sd_realized,basement_logk_sd_realized,zone_km2,n_ore,Mt_total,contrast
1000,502.4850082912719,26.428185010195232,70.64126959833808,3.6259835403574305,9.988903435540895,0.0977590700201972,47.19686836519294,11.30522328287391,0.23343466195011567,4.454888302833554,2.6805372220905923,2.2241863316030694,2.2949287060407704,2.368559665636132,46.77320890213518,6.936629362653407,0.09341754135425707,0.6264919709466584,4,0.004424778761061947,0.09778761061946903,1,0.08971590220102706,0.607720932915498,171.0,9,1017.0291138054031,0.4467629201673451
1001,534.4082249994829,10.255908937059518,28.15343653228945,8.863120516329,2.295376782552842,0.10027256111135603,82.70713042732014,1.4784320028146147,0.12957314517267793,1.720980029650836,2.6131928388017993,2.592058489799478,2.5825766055904698,2.4373488976950743,30.947173077102423,4.29781982224413,0.09713002585825313,0.8060231133210022,10,0.03377581120943953,0.10029498525073746,1,0.08919769468840393,0.7527702570394391,15.0,0,0.0,0.3567847800101531
1002,453.28740581909057,17.76906732679669,112.14184756022867,5.115935352839292,6.731230175592124,0.18872363238240603,40.54910769267358,1.7947856855531796,0.30849095439210017,2.610800229861213,2.6928851452998264,2.2739566008533574,2.3829768697362606,2.3663845823311385,19.190070068108398,1.2479939941686924,0.04936892772248478,0.8024401415380862,3,0.032964601769911506,0.18871681415929203,0,0.05020701967211491,0.7643889340671522,49.0,5,389.78290842469073,0.44811886378066834
1003,385.7150788940217,15.115748635330883,74.2018990783277,7.286332459873482,13.785918648493306,0.23077446703491922,51.88916063245023,8.963108827472343,0.34235004925313883,3.8268165618668357,2.6217034735465674,2.17035015469755,2.553598747813632,2.5255512691959296,24.52029656403858,2.2094375690458445,0.05304257259015699,0.9629186848666758,16,0.04063421828908555,0.2308259587020649,1,0.05312266253263802,0.8943803117948048,1278.0,92,5145.250255011909,0.33789517292841964
1004,320.30815845925025,12.330249461962088,20.7716047947887,5.0452370955779,11.55145468258579,0.2592731919789963,36.71441699137599,8.407150011576633,0.16130488948512953,4.299947979321587,2.6641750237551616,2.207354323114944,2.220252898972055,2.4225123113527016,92.31662766297741,218.13628293449983,0.08043649368741745,0.8143267648373009,8,0.019321533923303835,0.2592920353982301,2,0.07805250602957736,0.7677055246323916,566.0,24,838.8268968825996,0.39536547480418927
1005,348.7767105737628,44.71311789977599,43.09260425516557,7.108464388963989,15.19147631724947,0.2941805008632601,38.95098516782217,7.452069821680674,0.27637505510040655,2.360014759599683,2.694459202800036,2.1852937596144937,2.5338943527222897,2.352404835943803,27.993856735469905,726.8983127055619,0.03744310935413081,0.9009301343035042,7,0.02566371681415929,0.2941740412979351,4,0.03675453387144526,0.8196872500313753,670.0,38,1467.1691280230777,0.45453373710109535
1006,437.92250175048855,26.301528051002208,44.67469491137633,3.900579557564585,14.596087554817569,0.13376128879882887,57.64274874809825,5.346535232562648,0.26546202536758556,2.9557825168440908,2.686291143099387,2.485932752873002,2.241509676643214,2.499502755879019,62.364703481270915,1.147872961862391,0.09792476513485453,0.8038043560986847,6,0.036799410029498526,0.13377581120943952,1,0.09684742630508175,0.7863603046559948,65.0,4,421.52019761546416,0.32793807877593295
1007,344.92872811131,37.1831163362743,96.4392769377986,3.5727619586211876,11.009919489783389,0.27383428790458164,62.01305718175481,2.96427860399994,0.18307748862413803,1.1718359917309167,2.681644353901304,2.342438004222668,2.6044872785229507,2.4629636300708846,93.88424276124962,314.7699846555175,0.08590770697303857,0.8014657619637511,4,0.016592920353982302,0.27382005899705014,0,0.08799867757719937,0.7738102817155497,85.0,1,12.622702118762694,0.39903342808647935
1008,378.53846216911654,37.008210414487685,32.614924382136266,9.870155636390885,17.714200660434525,0.26106892208372945,57.00617995292947,0.3410493045229268,0.1600470930510191,2.4906765366217143,2.6188970406500296,2.1998439678000814,2.4097585077735526,2.3477067024109446,28.288718792059477,451.9117905403451,0.09427155838817075,0.6289658311998474,13,0.052949852507374634,0.2610619469026549,4,0.09425673964337974,0.6170318417317543,0.0,0,0.0,0.43649826211215803
1009,339.77516171870377,16.924045713522183,7.477719310979736,4.250611347410606,15.039379832116124,0.20224437075728163,74.15982861417262,7.46949325393358,0.09732126470721687,1.6090480395956686,2.693196196568441,2.128542523958244,2.5779927641296436,2.419915772556457,18.979604687716943,78.42177276415832,0.09136834683369036,0.6601749939083872,4,0.019616519174041298,0.20228613569321535,5,0.0816046188686202,0.6350829001907073,305.0,4,26.49763765675656,0.3959962974714206
1010,353.2472990365503,23.68711313188477,137.6515099670191,9.851726791110424,15.429932165476808,0.23653621399059893,57.98220219028584,8.473723981800163,0.11181579594440637,3.5875859698941093,2.6261140463200463,2.5367665695504016,2.2200731296267544,2.355017047262357,49.333137958557046,349.56696001183644,0.07277532818895993,0.5371404943727758,14,0.06408554572271387,0.23657817109144544,4,0.07379993454332062,0.5327251877704544,1129.0,29,741.3336933667284,0.4370915406596332
1011,419.4436941226528,24.75974993003876,31.890020198098462,2.656311846573338,2.747741614627537,0.1494158863002204,58.89114673587152,14.736222035748607,0.3465631070436066,3.066254671739789,2.603098163644091,2.284367399274256,2.4446377100330374,2.4779675438870212,10.051397378191503,346.5696645450306,0.0528443520787833,0.7233576929525302,5,0.018141592920353982,0.14941002949852508,1,0.05282358636810601,0.714651434230089,275.0,24,1029.7190932935007,0.3158677008939641
1012,427.21216914472365,35.127611127764546,35.76546293305135,8.88320542773631,9.39334902866506,0.2162968840573305,76.0168324288093,1.9800303523369789,0.34757877903425305,3.799589995626651,2.673260565391815,2.203353768400026,2.364389056554494,2.427510590579583,78.19699898161096,28.974003833344433,0.0607419521905188,0.7701629248473314,8,0.03657817109144543,0.21629793510324483,8,0.05950215375133893,0.7292023045327684,132.0,9,335.82129864382443,0.3803819596382527
1013,598.0725203571658,11.355448228078748,100.89893869451538,5.58054805906645,13.105929393539064,0.10988014161550437,69.71592583990142,8.54785071947305,0.2885128174027786,3.1983424773771563,2.6495967944806793,2.1414971257208824,2.695574020149606,2.3709324220995645,64.04046242031225,338.6797072559725,0.08455864052147671,0.5520167029112661,4,0.0035398230088495575,0.10988200589970501,5,0.07972932072996057,0.5529278286402696,97.0,7,243.0869136399106,0.4795320127152194
1014,472.43340056797996,25.667782045115686,134.694721047756,9.940645123337525,9.693693308845226,0.10824085207752278,116.56867360851119,9.712174702023065,0.2419441523624498,3.266133221807054,2.6758358060432923,2.332527467011725,2.3692812217642243,2.4282635003140265,39.711602728954865,3.5610222950919974,0.06572566560789045,0.6563805339518034,7,0.009218289085545723,0.10825958702064897,9,0.06298120094021048,0.6629521646292973,717.0,48,2600.930839691241,0.36934060916857225
1015,445.9660273319204,26.565757428647714,96.19576797266687,2.7434824358314582,1.5183212446194088,0.08665197667648215,52.815368248806394,10.407990744916132,0.1712538639469423,2.2979157668299077,2.6256660482964618,2.164068733418532,2.6712562869468752,2.4085645227718517,50.055447976591516,114.46666800782509,0.06844443020250686,0.9391442795304563,3,0.020427728613569323,0.0866519174041298,1,0.06770184517337954,0.8431393268076031,110.0,5,114.60732951100488,0.33622640335213694
1016,399.7970588492649,20.39059134470729,53.043593082709165,6.637661356969516,8.054343238527263,0.17101195812605402,135.61408808142608,8.66771202666428,0.27185951854620927,3.906825600261465,2.6354615599018545,2.105891666702946,2.568576684545598,2.4703756112720536,76.26329871472316,468.43852318727505,0.03387033052093385,0.6248138777264731,12,0.03746312684365782,0.17101769911504425,3,0.03355139278682052,0.6148287867043982,612.0,41,3141.459011659005,0.32386231528496534
1017,641.4231140085967,37.5047559065993,145.8869088115652,6.796973861906826,2.1664740480936886,0.15418192516692786,80.37595486033491,7.057339375003297,0.1719141655371081,1.6046898196198218,2.6302284074960633,2.54604771287399,2.60260739637515,2.478328547892106,63.80876910341684,44.032825004960166,0.06214918542984204,0.7043989142134154,8,0.036061946902654865,0.15420353982300886,4,0.06147442978803325,0.6708947966070489,449.0,19,2637.5436229715706,0.3232979088340753
1018,527.8914072160412,20.7970984217847,130.727083162954,8.515107100389198,9.980111453376102,0.21912186283704582,47.77566202894675,8.988678414112046,0.21602674221442122,3.6046364755058096,2.680410705596284,2.4374965038419094,2.241305490952071,2.4584408707383822,21.033456856894137,12.27598254929584,0.03246426349737847,0.8674027410588118,11,0.025073746312684365,0.2191740412979351,7,0.03200309500523008,0.8279070073544721,697.0,35,890.1649602678962,0.34452193195656466
1019,395.92440051230705,18.914229761424227,70.03262463763211,8.63001558293143,4.608505076420464,0.22621628061928029,46.235642002170906,1.5077488677033024,0.22161554939752087,3.0394594510132924,2.667436466481558,2.3325119139247326,2.3443971256975105,2.509082534860427,84.5248313494741,2.1186773305453643,0.031217087770931604,0.9271543242746392,17,0.04837758112094395,0.22625368731563422,4,0.031078475460251484,0.9033171325726171,82.0,4,69.8685604132353,0.28734342555651793
1020,522.5450850485513,15.78630584461237,11.353916745797592,7.6557362280456465,2.5090920772616365,0.15852952932498476,65.95465981853278,8.149641691861163,0.27272137706749566,2.600408661031916,2.6874406539020654,2.4746524320884498,2.2142961749586476,2.4288134758153017,41.30481526418685,157.29452215006876,0.03434511895470585,0.8723797282648139,11,0.03650442477876106,0.15855457227138642,3,0.03354010140569498,0.8323382103901006,822.0,53,4010.6450465073044,0.4085887194869744
1021,451.03584988519304,11.389711203880164,148.71950634626083,2.9031765333751833,3.9690893731203762,0.2881984105260338,93.08017705429297,8.636029428346182,0.2029339301242808,3.9509011383483266,2.678342351326784,2.129509298409776,2.417560283939817,2.3963788405983157,33.54923845938924,7.0140488065995354,0.09441985622820628,0.6761296905215086,8,0.028761061946902654,0.28820058997050146,0,0.09480982756430403,0.6760211640870555,891.0,48,2338.6257268986656,0.4253339617831573
1022,320.18432589851056,43.84759361256366,88.47216596692623,7.16853589021338,9.739835869449267,0.2356480036052599,106.70757058113668,5.6988910267161,0.12597810831634193,4.005499487073917,2.639124704080452,2.5370730598042814,2.630696304600865,2.4200724894988817,14.528126439366021,137.18939241766537,0.0873562153692514,0.8127268551510428,13,0.0670353982300885,0.23569321533923304,0,0.08783732640296404,0.8059167669769999,650.0,14,981.136953447904,0.42653163622026424
1023,438.6041780029842,42.9730365511961,136.44029267555436,7.977787057674937,14.992739469390523,0.11690913924934294,34.54788956691081,4.009794182171802,0.27242908683998696,4.106633304750002,2.6373645044166314,2.1808261561475297,2.3533421941409562,2.4173583889882266,56.055189937841604,215.12687579376183,0.08312799001109353,0.7940592923785627,7,0.02536873156342183,0.11696165191740412,7,0.08102679496854791,0.7449379852473835,110.0,12,307.0459262473096,0.35707371558730827
1024,432.86168919079944,15.155869766150566,55.546772122243546,9.08039725338963,11.603384853455516,0.06050480126991274,124.93605810351933,12.18545549444077,0.2671861609993399,1.925073499218151,2.684218495934352,2.310500992695389,2.6929496679187874,2.4781099698169706,33.387091812438435,21.227589525670922,0.060719569882822934,0.9364307675904344,12,0.018952802359882007,0.060545722713864304,4,0.060417279525327605,0.769213585906185,169.0,7,616.3338156951964,0.3499190850823721
1025,607.3910783109504,27.520566627958292,24.321742285888497,4.061828504569898,5.566757456935459,0.21087121467803616,85.5900538319273,0.08715786610415444,0.24734173723605699,4.5022545195887815,2.622758517772061,2.521239109230946,2.447017554356649,2.335329790684158,52.744123000280865,3.4066474467338113,0.05276548924414678,0.565975597271485,8,0.03303834808259587,0.21091445427728614,2,0.05060133928417736,0.5482745010038766,0.0,0,0.0,0.5338677622493613
1026,379.75801856653595,26.059682310628375,29.185520421140264,2.2844481315489302,10.69157173115957,0.17281686690111564,60.288420295705635,2.5904209306297448,0.2704316647733197,2.6551755451159536,2.676441083605788,2.319081405996175,2.66860070517221,2.4927539422519516,49.80542951908084,6.13558555371295,0.07553431923566509,0.8029770258604392,3,0.03672566371681416,0.1728613569321534,1,0.07512965061424935,0.7306306748352333,176.0,12,734.0616992056061,0.3603976748969959
1027,329.7910946388919,24.712856240957453,84.77430916640895,2.092127104052639,16.398962912712385,0.2979714793908168,53.487886164090895,1.6604065948211004,0.10081558623157082,4.385818370097627,2.6508964131512838,2.437206359081987,2.458207275779988,2.4349626840040375,17.19672105578711,42.97814000683559,0.0710527609696128,0.7453887222325153,6,0.005678466076696165,0.2980088495575221,1,0.0680223673661139,0.7308898519411285,30.0,0,0.0,0.29630783441497766
1028,605.6598775144412,18.612894479540046,101.29682435444498,3.451028880358608,15.246412163464395,0.16862714138017154,146.5732763314501,6.646442373154231,0.26132644705687674,1.978446296021807,2.6488847338922095,2.2327761125615817,2.2734484724462254,2.3111893935368992,25.173524365070772,6.6069020232337,0.04187118395697648,0.6922073288018267,4,0.01047197640117994,0.16865781710914454,4,0.04173113430564581,0.6865155411425737,23.0,1,1.6439048581717706,0.42958749733573764
1029,612.8720677142693,37.601716005183604,7.379480424967822,3.4721271188315264,7.265094585808771,0.17259207668301857,71.21831670261118,3.5593272653926897,0.30404691373834647,1.5553305259320025,2.6764095097626543,2.53536518558352,2.30144911979716,2.4300560493282415,14.44488385452801,545.158177575567,0.03131145967889471,0.6842789657595502,9,0.01504424778761062,0.17264011799410028,2,0.030682571224104387,0.6679745670104582,121.0,10,399.9925156408218,0.38908005376823507
1030,402.9026617295174,10.413699128259614,121.92286935841068,6.600217022272886,17.843838203067346,0.22365815526558752,48.275651962049295,0.6213886299069288,0.09303909245062099,1.5731239556394128,2.653491978269594,2.469815756448887,2.34566614211912,2.4250468905893077,58.88705001000691,20.183651450232766,0.030351170213163654,0.7569457358039805,7,0.018067846607669618,0.22367256637168142,4,0.029672121202197473,0.7422200309384052,0.0,0,0.0,0.39689313790177794
